Date,Time,Transaction,Item
2016-10-31,10:24:21,106,Café
2016-10-31,10:24:21,106,Pastel
2016-10-31,10:24:21,106,Pastel
2016-10-31,10:27:30,107,Café
2016-10-31,10:27:30,107,Te
2016-10-31,10:31:05,108,Huevos camperos
2016-10-31,10:31:05,108,Muffin
2016-10-31,10:35:23,109,Pan
2016-10-31,10:35:23,109,Muffin
2016-10-31,10:35:23,109,Pastel
2016-10-31,10:36:37,110,Pastel
2016-10-31,10:38:09,111,Café
2016-10-31,10:59:17,112,Café
2016-10-31,11:02:37,113,Café
2016-10-31,11:02:37,113,Pastel
2016-10-31,11:05:45,114,Huevos camperos
2016-10-31,11:08:53,115,Pan
2016-10-31,11:11:01,116,Café
2016-10-31,11:13:08,117,Galletas
2016-10-31,11:13:08,117,Pastel
2016-10-31,11:13:08,117,Café
2016-10-31,11:13:08,117,Brotes de soja
2016-10-31,11:18:29,118,Galletas
2016-10-31,11:18:29,118,Galletas
2016-10-31,11:18:29,118,Te
2016-10-31,11:18:29,118,Pastel
2016-10-31,11:25:56,119,Café
2016-10-31,11:25:56,119,Café
2016-10-31,11:25:56,119,Muffin
2016-10-31,11:29:01,120,Huevos camperos
2016-10-31,11:30:59,121,Café
2016-10-31,11:30:59,121,Pan
2016-10-31,11:37:30,122,Galletas
2016-10-31,11:42:05,123,Jamón
2016-10-31,11:42:05,123,NONE
2016-10-31,11:42:05,123,Café
2016-10-31,11:42:05,123,Café
2016-10-31,11:42:05,123,Zumo
2016-10-31,11:43:10,124,Café
2016-10-31,11:43:10,124,Sopa
2016-10-31,11:47:18,125,Te
2016-10-31,11:52:43,126,Café
2016-10-31,11:52:43,126,Jamón
2016-10-31,11:53:11,127,Huevos camperos
2016-10-31,11:55:00,128,NONE
2016-10-31,11:55:00,128,Tarta
2016-10-31,11:55:00,128,Café
2016-10-31,11:55:00,128,Te
2016-10-31,11:59:23,129,Café
2016-10-31,11:59:23,129,Café
2016-10-31,11:59:23,129,Pastel
2016-10-31,12:03:12,130,Café
2016-10-31,12:03:12,130,Café
2016-10-31,12:03:12,130,Muffin
2016-10-31,12:08:28,131,Pan
2016-10-31,12:08:28,131,Café
2016-10-31,12:14:20,132,Te
2016-10-31,12:14:20,132,Zumo
2016-10-31,12:14:20,132,Bowls para recoger
2016-10-31,12:14:20,132,Galletas
2016-10-31,12:16:32,133,Fruta de temporada
2016-10-31,12:16:32,133,Sopa
2016-10-31,12:19:37,134,Fruta de temporada
2016-10-31,12:19:37,134,Te
2016-10-31,12:19:37,134,Huevos camperos
2016-10-31,12:20:21,135,Pan
2016-10-31,12:27:41,136,Te
2016-10-31,12:27:41,136,Sopa
2016-10-31,12:37:07,137,Huevos camperos
2016-10-31,12:43:35,138,Sopa
2016-10-31,12:43:35,138,Fruta de temporada
2016-10-31,12:43:35,138,Café
2016-10-31,12:50:57,139,Pan
2016-10-31,12:50:57,139,Muffin
2016-10-31,12:50:57,139,Fruta de temporada
2016-10-31,12:53:33,140,Café
2016-10-31,12:53:33,140,Café
2016-10-31,12:53:33,140,Galletas
2016-10-31,12:54:28,141,Pan
2016-10-31,12:56:47,142,Te
2016-10-31,12:56:47,142,Muffin
2016-10-31,12:59:08,143,Te
2016-10-31,13:02:11,144,Sopa
2016-10-31,13:02:11,144,Fruta de temporada
2016-10-31,13:05:49,145,Café
2016-10-31,13:05:49,145,Te
2016-10-31,13:05:49,145,Focaccia
2016-10-31,13:08:30,146,Sandwich
2016-10-31,13:09:31,147,Tarta
2016-10-31,13:09:31,147,Café
2016-10-31,13:21:17,148,Caramelo
2016-10-31,13:21:17,148,Café
2016-10-31,13:21:17,148,Café
2016-10-31,13:26:03,149,Café
2016-10-31,13:31:33,150,Pan
2016-10-31,13:50:17,151,Coca-Cola
2016-10-31,13:50:17,151,Sopa
2016-10-31,13:51:18,152,Muffin
2016-10-31,13:55:22,153,Te
2016-10-31,13:55:22,153,Café
2016-10-31,13:55:22,153,Galletas
2016-10-31,13:55:22,153,Muffin
2016-10-31,14:00:21,154,Yogourt Proteina
2016-10-31,14:00:21,154,Fruta de temporada
2016-10-31,14:00:21,154,Café
2016-10-31,14:00:21,154,Coca-Cola
2016-10-31,14:01:30,155,Te
2016-10-31,14:01:30,155,Muffin
2016-10-31,14:01:30,155,Sandwich
2016-10-31,14:04:16,156,Café
2016-10-31,14:04:16,156,Muffin
2016-10-31,14:05:07,157,Café
2016-10-31,14:05:07,157,Pan
2016-10-31,14:20:29,158,Café
2016-10-31,14:20:29,158,Muffin
2016-10-31,14:22:31,159,Pan
2016-10-31,14:22:31,159,Chocolate caliente
2016-10-31,14:22:31,159,Galletas
2016-10-31,14:35:27,160,Agua
2016-10-31,14:35:27,160,Muffin
2016-10-31,14:42:34,161,Te
2016-10-31,14:44:48,162,Muffin
2016-10-31,14:47:16,163,Café
2016-10-31,14:47:16,163,Zumo
2016-10-31,14:47:36,164,Café
2016-10-31,14:47:36,164,Muffin
2016-10-31,14:48:49,165,Te
2016-10-31,14:49:28,166,Café
2016-10-31,14:49:28,166,Muffin
2016-10-31,14:50:42,167,Sandwich
2016-10-31,14:50:42,167,Fruta de temporada
2016-10-31,14:50:42,167,Pan
2016-10-31,14:50:42,167,Agua
2016-10-31,14:56:25,168,Te
2016-10-31,14:56:25,168,Café
2016-10-31,15:05:17,169,Agua
2016-10-31,15:16:49,170,Café
2016-10-31,15:20:16,171,Sopa
2016-10-31,15:20:16,171,Te
2016-10-31,17:06:47,172,Pan
2016-10-31,17:06:47,172,Café
2016-10-31,17:08:09,173,Pan
2016-10-31,17:08:09,173,Muffin
2016-10-31,17:40:21,174,Café
2016-10-31,17:49:42,175,Pan
2016-10-31,18:22:24,176,Galletas
2016-10-31,18:22:24,176,Café
2016-11-01,07:51:20,178,Café
2016-11-01,07:51:20,178,Pastel
2016-11-01,08:20:50,179,Café
2016-11-01,08:20:50,179,Pastel
2016-11-01,08:22:28,180,Jamón
2016-11-01,08:22:28,180,Te
2016-11-01,08:45:20,181,Te
2016-11-01,08:45:20,181,Te
2016-11-01,09:07:47,182,Pastel
2016-11-01,09:07:47,182,Pastel
2016-11-01,09:07:47,182,Bolsas
2016-11-01,09:09:26,183,Pastel
2016-11-01,09:26:03,184,Huevos camperos
2016-11-01,09:26:03,184,NONE
2016-11-01,09:26:03,184,Te
2016-11-01,09:29:25,185,Te
2016-11-01,09:29:25,185,Croissant
2016-11-01,09:43:13,186,Te
2016-11-01,09:43:13,186,Pastel
2016-11-01,10:02:27,187,Pan
2016-11-01,10:04:05,188,Café
2016-11-01,10:29:02,189,Pan
2016-11-01,10:29:02,189,Café
2016-11-01,10:34:53,190,Café
2016-11-01,10:34:53,190,Pastel
2016-11-01,10:34:53,190,Pastel
2016-11-01,10:50:50,191,Sopa
2016-11-01,10:50:50,191,Te
2016-11-01,10:56:08,192,NONE
2016-11-01,10:56:08,192,Pan
2016-11-01,11:00:48,193,Café
2016-11-01,11:04:36,194,Pan
2016-11-01,11:04:36,194,Pan
2016-11-01,11:06:09,195,Pan
2016-11-01,11:06:09,195,NONE
2016-11-01,11:06:09,195,Salmón
2016-11-01,11:08:18,196,Pan
2016-11-01,11:08:18,196,Pastel
2016-11-01,11:08:18,196,Galletas
2016-11-01,11:10:11,197,Café
2016-11-01,11:10:11,197,Café
2016-11-01,11:10:11,197,Te
2016-11-01,11:11:58,198,Café
2016-11-01,11:11:58,198,Galletas
2016-11-01,11:13:20,199,Café
2016-11-01,11:16:30,200,Pan
2016-11-01,11:22:36,201,NONE
2016-11-01,11:22:36,201,Café
2016-11-01,11:22:36,201,Pastel
2016-11-01,11:23:19,202,Café
2016-11-01,11:23:19,202,Café
2016-11-01,11:25:53,203,Café
2016-11-01,11:30:00,204,Salmón
2016-11-01,11:30:00,204,Pan
2016-11-01,11:49:31,205,Café
2016-11-01,11:49:31,205,Café
2016-11-01,11:49:31,205,Pastel
2016-11-01,11:54:17,206,Salmón
2016-11-01,11:54:17,206,Café
2016-11-01,11:54:17,206,Pastel
2016-11-01,12:03:37,207,Fruta de temporada
2016-11-01,12:03:37,207,Café
2016-11-01,12:03:37,207,Muffin
2016-11-01,12:10:09,208,Pan
2016-11-01,12:10:38,209,Café
2016-11-01,12:12:26,210,Salmón
2016-11-01,12:15:36,211,Sopa
2016-11-01,12:15:36,211,Café
2016-11-01,12:20:30,212,Café
2016-11-01,12:20:30,212,Galletas
2016-11-01,12:20:30,212,Tarta
2016-11-01,12:22:04,213,Pan
2016-11-01,12:26:43,214,Pan
2016-11-01,12:26:43,214,Te
2016-11-01,12:26:43,214,Te
2016-11-01,12:30:30,215,Pastel
2016-11-01,12:30:30,215,Café
2016-11-01,12:31:30,216,Tarta
2016-11-01,12:31:30,216,Café
2016-11-01,12:33:31,217,Pan
2016-11-01,12:33:31,217,Galletas
2016-11-01,12:37:29,218,Sandwich
2016-11-01,12:41:16,219,Tarta
2016-11-01,12:49:16,220,Pan
2016-11-01,12:49:16,220,Pastel
2016-11-01,12:53:18,221,Pan
2016-11-01,12:53:18,221,Salmón
2016-11-01,13:08:46,222,Salmón
2016-11-01,13:11:34,223,Alfajores
2016-11-01,13:11:34,223,Café
2016-11-01,13:15:08,224,Café
2016-11-01,13:19:00,225,Café
2016-11-01,13:19:00,225,Coca-Cola
2016-11-01,13:19:00,225,Sopa
2016-11-01,13:21:52,226,Pastel
2016-11-01,13:31:35,227,Te
2016-11-01,13:31:35,227,Sandwich
2016-11-01,13:31:35,227,Sopa
2016-11-01,13:33:54,228,Café
2016-11-01,13:37:48,229,Fruta de temporada
2016-11-01,13:37:48,229,Pan
2016-11-01,13:41:53,230,Alfajores
2016-11-01,13:45:21,231,Pastel
2016-11-01,14:10:03,232,Te
2016-11-01,14:10:03,232,Te
2016-11-01,14:10:03,232,Pan
2016-11-01,14:13:26,233,Café
2016-11-01,14:13:26,233,Te
2016-11-01,14:13:26,233,Pan
2016-11-01,14:13:26,233,Sopa
2016-11-01,14:14:01,234,Café
2016-11-01,14:14:01,234,Café
2016-11-01,14:18:52,235,Salmón
2016-11-01,14:22:07,236,Caramelo
2016-11-01,14:25:14,237,Café
2016-11-01,14:25:14,237,Sandwich
2016-11-01,14:37:16,238,Te
2016-11-01,14:37:16,238,Pan
2016-11-01,14:37:16,238,Galletas
2016-11-01,14:37:16,238,Pastel
2016-11-01,14:37:26,239,Muffin
2016-11-01,14:42:31,240,Salmón
2016-11-01,14:54:33,241,Jamón
2016-11-01,14:54:33,241,Te
2016-11-01,15:02:23,242,Zumo
2016-11-01,15:02:23,242,Te
2016-11-01,15:02:23,242,Alfajores
2016-11-01,15:18:43,243,Pastel
2016-11-01,15:18:43,243,Muffin
2016-11-01,15:18:43,243,Café
2016-11-01,15:18:43,243,Sopa
2016-11-01,15:33:18,244,Chocolate caliente
2016-11-01,15:33:18,244,Pastel
2016-11-01,15:33:18,244,Café
2016-11-01,15:37:30,245,Pastel
2016-11-01,15:37:30,245,Galletas
2016-11-01,15:48:44,246,Te
2016-11-01,15:48:44,246,Pan
2016-11-01,16:07:11,247,Alfajores
2016-11-01,16:07:11,247,Café
2016-11-01,16:07:11,247,Café
2016-11-01,16:07:11,247,Café
2016-11-01,16:07:11,247,Zumo
2016-11-01,16:08:22,248,Café
2016-11-01,16:08:22,248,Te
2016-11-01,16:08:22,248,Sopa
2016-11-01,16:10:03,249,Chocolate caliente
2016-11-01,16:10:42,250,Galletas
2016-11-01,16:26:55,251,Café
2016-11-01,16:26:55,251,Medialuna
2016-11-01,16:28:57,252,Pan
2016-11-01,16:28:57,252,Huevos fritos
2016-11-01,17:46:13,253,Salmón
2016-11-01,18:43:55,254,Medialuna
2016-11-02,08:02:20,255,Café
2016-11-02,08:02:20,255,Café
2016-11-02,08:02:20,255,Pastel
2016-11-02,08:05:03,256,Café
2016-11-02,08:05:03,256,Pan
2016-11-02,08:07:05,257,Pan
2016-11-02,08:07:05,257,Café
2016-11-02,08:07:05,257,Pastel
2016-11-02,08:07:05,257,NONE
2016-11-02,08:08:45,258,Café
2016-11-02,08:08:45,258,Pastel
2016-11-02,08:11:35,259,Pastel
2016-11-02,08:12:03,260,Café
2016-11-02,08:12:51,261,Café
2016-11-02,08:29:04,262,Café
2016-11-02,08:29:04,262,Chocolate caliente
2016-11-02,08:29:04,262,Pastel
2016-11-02,08:53:32,263,Coca-Cola
2016-11-02,09:02:24,264,Café
2016-11-02,09:02:24,264,Jamón
2016-11-02,09:03:13,265,Te
2016-11-02,09:05:25,266,NONE
2016-11-02,09:05:25,266,Pan
2016-11-02,09:05:25,266,Pastel
2016-11-02,09:18:53,267,Café
2016-11-02,09:18:53,267,Alfajores
2016-11-02,09:18:53,267,Huevos camperos
2016-11-02,09:22:47,268,Te
2016-11-02,09:22:47,268,Pastel
2016-11-02,09:25:31,269,Pan
2016-11-02,09:27:58,270,Café
2016-11-02,09:27:58,270,Jamón
2016-11-02,09:33:47,271,Café
2016-11-02,09:33:47,271,Te
2016-11-02,09:33:47,271,Café
2016-11-02,09:33:47,271,Pastel
2016-11-02,09:35:10,272,Huevos camperos
2016-11-02,09:52:58,274,Café
2016-11-02,09:52:58,274,NONE
2016-11-02,09:52:58,274,Pan
2016-11-02,09:52:58,274,Pastel
2016-11-02,09:53:28,275,Huevos camperos
2016-11-02,09:54:47,276,Café
2016-11-02,09:54:47,276,Café
2016-11-02,09:54:47,276,Pastel
2016-11-02,10:12:15,277,Huevos camperos
2016-11-02,10:13:27,278,Café
2016-11-02,10:13:27,278,Pastel
2016-11-02,10:15:48,279,NONE
2016-11-02,10:15:48,279,Café
2016-11-02,10:17:22,280,Café
2016-11-02,10:17:22,280,Pastel
2016-11-02,10:29:56,281,Pan
2016-11-02,10:29:56,281,Pan
2016-11-02,10:37:45,282,Pan
2016-11-02,10:37:45,282,Café
2016-11-02,10:37:45,282,Pastel
2016-11-02,10:44:50,283,Pastel
2016-11-02,10:44:50,283,Café
2016-11-02,10:48:08,284,Café
2016-11-02,10:48:08,284,Huevos camperos
2016-11-02,10:52:20,285,Huevos camperos
2016-11-02,10:52:20,285,Huevos camperos
2016-11-02,10:52:20,285,Pastel
2016-11-02,10:53:48,286,Pan
2016-11-02,10:53:48,286,Zumo
2016-11-02,10:53:48,286,Alfajores
2016-11-02,10:56:40,287,Café
2016-11-02,10:56:40,287,Pastel
2016-11-02,10:59:16,288,Pan
2016-11-02,10:59:16,288,Alfajores
2016-11-02,11:00:57,289,Pan
2016-11-02,11:03:49,290,Café
2016-11-02,11:03:49,290,Galletas
2016-11-02,11:04:47,291,Café
2016-11-02,11:15:13,292,Galletas
2016-11-02,11:29:15,293,Fruta de temporada
2016-11-02,11:35:36,294,Café
2016-11-02,11:39:45,295,Jamón
2016-11-02,11:39:45,295,Tarta
2016-11-02,11:39:45,295,Pan
2016-11-02,11:58:42,296,Huevos camperos
2016-11-02,11:58:42,296,Salmón
2016-11-02,12:06:51,297,Fruta de temporada
2016-11-02,12:06:51,297,Café
2016-11-02,12:06:51,297,Muffin
2016-11-02,12:06:51,297,Salmón
2016-11-02,12:11:56,298,Tarta
2016-11-02,12:11:56,298,Bowls para recoger
2016-11-02,12:11:56,298,NONE
2016-11-02,12:11:56,298,Café
2016-11-02,12:11:56,298,Coca-Cola
2016-11-02,12:14:15,299,Pan
2016-11-02,12:18:15,300,Salmón
2016-11-02,12:18:15,300,Huevos camperos
2016-11-02,12:18:15,300,Alfajores
2016-11-02,12:18:15,300,Café
2016-11-02,12:18:15,300,Café
2016-11-02,12:24:06,301,Zumo
2016-11-02,12:24:06,301,Agua
2016-11-02,12:24:06,301,Sopa
2016-11-02,12:27:31,302,Sopa
2016-11-02,12:27:31,302,Te
2016-11-02,12:30:42,303,Zumo
2016-11-02,12:30:42,303,Te
2016-11-02,12:30:42,303,Galletas
2016-11-02,12:30:42,303,Sopa
2016-11-02,12:33:51,304,Fruta de temporada
2016-11-02,12:33:51,304,Te
2016-11-02,12:35:41,305,Caramelo
2016-11-02,12:39:02,306,Café
2016-11-02,12:39:02,306,Agua
2016-11-02,12:39:02,306,Zumo
2016-11-02,12:39:02,306,Sopa
2016-11-02,12:52:44,307,Fruta de temporada
2016-11-02,12:54:49,308,Fruta de temporada
2016-11-02,12:54:49,308,Smoothies
2016-11-02,12:56:40,309,Fruta de temporada
2016-11-02,12:56:40,309,Te
2016-11-02,13:02:57,310,Café
2016-11-02,13:02:57,310,Sandwich
2016-11-02,13:02:57,310,Sandwich
2016-11-02,13:09:40,311,Galletas
2016-11-02,13:09:40,311,Huevos camperos
2016-11-02,13:11:57,312,Sopa
2016-11-02,13:11:57,312,Te
2016-11-02,13:11:57,312,Zumo
2016-11-02,13:12:44,313,Sopa
2016-11-02,13:16:48,314,Café
2016-11-02,13:23:56,316,Pan
2016-11-02,13:42:15,317,Galletas
2016-11-02,13:42:15,317,Te
2016-11-02,13:46:42,318,Sopa
2016-11-02,13:46:42,318,Fruta de temporada
2016-11-02,13:46:42,318,Pan
2016-11-02,13:50:59,319,Café
2016-11-02,13:58:39,320,Café
2016-11-02,14:00:37,321,Café
2016-11-02,14:00:37,321,Te
2016-11-02,14:01:20,322,Pan
2016-11-02,14:05:20,323,Te
2016-11-02,14:11:14,324,Café
2016-11-02,14:11:14,324,Te
2016-11-02,14:11:50,325,Café
2016-11-02,14:34:44,326,Caramelo
2016-11-02,15:03:25,327,Te
2016-11-02,15:25:57,328,Sopa
2016-11-02,15:25:57,328,Te
2016-11-02,15:33:54,329,Zumo
2016-11-02,15:46:22,330,Alfajores
2016-11-02,15:57:42,331,Pan
2016-11-02,16:25:49,332,Café
2016-11-02,16:25:49,332,Alfajores
2016-11-02,16:54:35,333,Zumo
2016-11-02,16:54:35,333,Alfajores
2016-11-02,16:54:35,333,Galletas
2016-11-02,16:54:35,333,Bowls para recoger
2016-11-02,16:54:35,333,Agua
2016-11-02,17:01:56,334,Café
2016-11-02,17:01:56,334,Alfajores
2016-11-02,17:41:01,335,Caramelo
2016-11-02,18:08:40,336,Yogourt Proteina
2016-11-02,18:08:40,336,Zumo
2016-11-02,18:13:04,337,Café
2016-11-02,18:13:04,337,Agua
2016-11-02,18:13:04,337,Alfajores
2016-11-02,18:19:43,338,Yogourt Proteina
2016-11-02,18:19:43,338,Café
2016-11-02,18:40:02,339,Alfajores
2016-11-03,07:46:50,340,Café
2016-11-03,07:46:50,340,Pan
2016-11-03,07:50:50,341,Medialuna
2016-11-03,07:50:50,341,Medialuna
2016-11-03,08:01:08,342,Medialuna
